state,year,count
Washington,1976.0,3
Washington,1977.0,6
Washington,1978.0,7
Washington,1979.0,3
Washington,1980.0,11
Washington,1981.0,6
Washington,1982.0,10
Washington,1983.0,5
Washington,1984.0,9
Washington,1985.0,4
Washington,1986.0,5
Washington,1987.0,3
Washington,1988.0,2
Washington,1989.0,2
Washington,1990.0,7
Washington,1991.0,7
Washington,1992.0,5
Washington,1993.0,5
Washington,1994.0,6
Washington,1995.0,10
Washington,1996.0,13
Washington,1997.0,12
Washington,1998.0,10
Washington,1999.0,8
Washington,2000.0,28
Washington,2001.0,20
Washington,2002.0,20
Washington,2003.0,19
Washington,2004.0,32
Washington,2005.0,29
Washington,2006.0,21
Washington,2007.0,11
Washington,2008.0,23
Washington,2009.0,8
Washington,2010.0,12
Washington,2011.0,12
Washington,2012.0,15
Washington,2013.0,9
Washington,2014.0,17
Washington,2015.0,6
Washington,2016.0,6
Washington,2017.0,6
Washington,2018.0,6
West Virginia,1960.0,1
West Virginia,1961.0,1
West Virginia,1969.0,2
West Virginia,1974.0,1
West Virginia,1975.0,1
West Virginia,1978.0,1
West Virginia,1979.0,1
West Virginia,1980.0,1
West Virginia,1983.0,1
West Virginia,1985.0,1
West Virginia,1987.0,2
West Virginia,1989.0,1
West Virginia,1990.0,3
West Virginia,1991.0,1
West Virginia,1994.0,2
West Virginia,1996.0,1
West Virginia,1997.0,2
West Virginia,1998.0,3
West Virginia,1999.0,2
West Virginia,2000.0,2
West Virginia,2001.0,5
West Virginia,2002.0,2
West Virginia,2003.0,2
West Virginia,2004.0,5
West Virginia,2005.0,9
West Virginia,2006.0,8
West Virginia,2007.0,11
West Virginia,2008.0,5
West Virginia,2009.0,5
West Virginia,2010.0,1
West Virginia,2012.0,4
West Virginia,2013.0,2
West Virginia,2014.0,2
West Virginia,2015.0,1
West Virginia,2017.0,1
Wisconsin,1968.0,1
Wisconsin,1975.0,3
Wisconsin,1976.0,2
Wisconsin,1979.0,4
Wisconsin,1981.0,2
Wisconsin,1983.0,1
Wisconsin,1984.0,1
Wisconsin,1985.0,1
Wisconsin,1989.0,1
Wisconsin,1991.0,1
Wisconsin,1992.0,1
Wisconsin,1994.0,1
Wisconsin,1997.0,3
Wisconsin,1999.0,1
Wisconsin,2000.0,2
Wisconsin,2001.0,2
Wisconsin,2002.0,2
Wisconsin,2003.0,1
Wisconsin,2004.0,5
Wisconsin,2005.0,2
Wisconsin,2006.0,4
Wisconsin,2007.0,2
Wisconsin,2008.0,5
Wisconsin,2009.0,1
Wisconsin,2010.0,2
Wisconsin,2011.0,2
Wisconsin,2012.0,5
Wisconsin,2013.0,5
Wisconsin,2014.0,2
Wisconsin,2016.0,2
Wisconsin,2017.0,1
Wisconsin,2018.0,4
Wyoming,1972.0,1
Wyoming,1978.0,1
Wyoming,1984.0,1
Wyoming,1997.0,2
Wyoming,1998.0,1
Wyoming,2000.0,2
Wyoming,2002.0,3
Wyoming,2003.0,1
Wyoming,2005.0,1
Wyoming,2007.0,1
